3.400000000000000000e+02,1.420000000000000000e+02,8.400000000000000000e+01
5.750000000000000000e+02,3.070000000000000000e+02,6.500000000000000000e+01
2.220000000000000000e+02,3.360000000000000000e+02,6.900000000000000000e+01
4.260000000000000000e+02,3.450000000000000000e+02,7.900000000000000000e+01
2.060000000000000000e+02,4.180000000000000000e+02,3.400000000000000000e+01
1.570000000000000000e+02,4.730000000000000000e+02,6.200000000000000000e+01
5.590000000000000000e+02,5.220000000000000000e+02,6.700000000000000000e+01
3.500000000000000000e+02,6.510000000000000000e+02,8.800000000000000000e+01
