527,171,22,11,606256
203,204,42,11,606256
228,326,77,11,606256
411,510,48,11,606256
310,567,32,11,606256
354,578,32,11,606256
499,605,37,11,606256
496,608,34,11,606256
262,630,22,11,606256
250,620,37,11,606256
